campaign_id,client_id,client_name,platform,report_date,attribution_window,spend_eur,impressions,clicks,conversions,cpm,ctr,cvr,cpc,cpa,revenue_eur,roas
71,1,Client_1,Meta Ads,2024-01-12,1d_view,796.21,69885,312,15,11.39,0.45,4.81,2.55,53.08,1667.61,2.09
71,1,Client_1,Meta Ads,2024-01-12,28d_click,796.21,69885,1042,53,11.39,1.49,5.09,0.76,15.02,335717.12,421.64
71,1,Client_1,Meta Ads,2024-01-12,7d_click,796.21,69885,1042,36,11.39,1.49,3.45,0.76,22.12,6602.92,8.29
71,1,Client_1,Meta Ads,2024-01-12,7d_view,796.21,69885,312,16,11.39,0.45,5.13,2.55,49.76,3107.33,3.9
72,1,Client_1,Meta Ads,2024-01-12,1d_click,795.86,107016,1730,35,7.44,1.62,2.02,0.46,22.74,4653.42,5.85
72,1,Client_1,Meta Ads,2024-01-12,1d_view,795.86,107016,519,12,7.44,0.48,2.31,1.53,66.32,727.65,0.91
72,1,Client_1,Meta Ads,2024-01-12,28d_click,795.86,107016,1730,53,7.44,1.62,3.06,0.46,15.02,9476.61,11.91
72,1,Client_1,Meta Ads,2024-01-12,7d_click,795.86,107016,1730,45,7.44,1.62,2.6,0.46,17.69,6482.45,8.15
72,1,Client_1,Meta Ads,2024-01-12,7d_view,795.86,107016,519,19,7.44,0.48,3.66,1.53,41.89,2851.18,3.58
71,1,Client_1,Meta Ads,2024-01-13,1d_click,725.93,96379,996,37,7.53,1.03,3.71,0.73,19.62,6788.06,9.35
71,1,Client_1,Meta Ads,2024-01-13,1d_view,725.93,96379,298,17,7.53,0.31,5.7,2.44,42.7,3355.92,4.62
71,1,Client_1,Meta Ads,2024-01-13,28d_click,725.93,96379,996,56,7.53,1.03,5.62,0.73,12.96,10513.71,14.48
71,1,Client_1,Meta Ads,2024-01-13,7d_click,725.93,96379,996,47,7.53,1.03,4.72,0.73,15.45,4771.35,6.57
71,1,Client_1,Meta Ads,2024-01-13,7d_view,725.93,96379,298,28,7.53,0.31,9.4,2.44,25.93,203493.28,280.32
72,1,Client_1,Meta Ads,2024-01-13,1d_click,957.35,148334,3104,83,6.45,2.09,2.67,0.31,11.53,9298.18,9.71
72,1,Client_1,Meta Ads,2024-01-13,1d_view,957.35,148334,931,29,6.45,0.63,3.11,1.03,33.01,5051.69,5.28
72,1,Client_1,Meta Ads,2024-01-13,28d_click,957.35,148334,3104,110,6.45,2.09,3.54,0.31,8.7,20970.54,21.9
72,1,Client_1,Meta Ads,2024-01-13,7d_click,957.35,148334,3104,115,6.45,2.09,3.7,0.31,8.32,16542.01,17.28
72,1,Client_1,Meta Ads,2024-01-13,7d_view,957.35,148334,931,62,6.45,0.63,6.66,1.03,15.44,6879.44,7.19
71,1,Client_1,Meta Ads,2024-01-15,1d_click,855.87,79581,981,28,10.75,1.23,2.85,0.87,30.57,3454.56,4.04
71,1,Client_1,Meta Ads,2024-01-15,1d_view,855.87,79581,294,14,10.75,0.37,4.76,2.91,61.13,1483.98,1.73
71,1,Client_1,Meta Ads,2024-01-15,28d_click,855.87,79581,981,46,10.75,1.23,4.69,0.87,18.61,8071.63,9.43
71,1,Client_1,Meta Ads,2024-01-15,7d_click,855.87,79581,981,38,10.75,1.23,3.87,0.87,22.52,3755.28,4.39
71,1,Client_1,Meta Ads,2024-01-15,7d_view,855.87,79581,294,22,10.75,0.37,7.48,2.91,38.9,4191.86,4.9
72,1,Client_1,Meta Ads,2024-01-15,1d_click,852.86,94079,2147,66,9.07,2.28,3.07,0.4,12.92,9238.24,10.83
72,1,Client_1,Meta Ads,2024-01-15,1d_view,852.86,94079,644,29,9.07,0.68,4.5,1.32,29.41,4514.46,5.29
72,1,Client_1,Meta Ads,2024-01-15,28d_click,852.86,94079,2147,103,9.07,2.28,4.8,0.4,8.28,13828.06,16.21
72,1,Client_1,Meta Ads,2024-01-15,7d_click,852.86,94079,2147,77,9.07,2.28,3.59,0.4,11.08,8670.0,10.17
72,1,Client_1,Meta Ads,2024-01-15,7d_view,852.86,94079,644,34,9.07,0.68,5.28,1.32,25.08,5662.94,6.64
30,1,Client_1,Meta Ads,2024-01-16,1d_click,841.25,135243,3057,71,6.22,2.26,2.32,0.28,11.85,9635.06,11.45
30,1,Client_1,Meta Ads,2024-01-16,1d_view,841.25,135243,917,25,6.22,0.68,2.73,0.92,33.65,1578.76,1.88
30,1,Client_1,Meta Ads,2024-01-16,28d_click,841.25,135243,3057,99,6.22,2.26,3.24,0.28,8.5,12804.86,15.22
30,1,Client_1,Meta Ads,2024-01-16,7d_click,841.25,135243,3057,86,6.22,2.26,2.81,0.28,9.78,16933.61,20.13
30,1,Client_1,Meta Ads,2024-01-16,7d_view,841.25,135243,917,37,6.22,0.68,4.03,0.92,22.74,5868.61,6.98
43,1,Client_1,Meta Ads,2024-01-16,1d_click,984.61,174665,2544,68,5.64,1.46,2.67,0.39,14.48,5148.52,5.23
43,1,Client_1,Meta Ads,2024-01-16,1d_view,984.61,174665,763,33,5.64,0.44,4.33,1.29,29.84,5741.05,5.83
43,1,Client_1,Meta Ads,2024-01-16,28d_click,984.61,174665,2544,121,5.64,1.46,4.76,0.39,8.14,9274.1,9.42
43,1,Client_1,Meta Ads,2024-01-16,7d_click,984.61,174665,2544,81,5.64,1.46,3.18,0.39,12.16,12249.86,12.44
43,1,Client_1,Meta Ads,2024-01-16,7d_view,984.61,174665,763,42,5.64,0.44,5.5,1.29,23.44,5901.19,5.99
71,1,Client_1,Meta Ads,2024-01-16,1d_click,856.94,64950,761,18,13.19,1.17,2.37,1.13,47.61,2124.87,2.48
71,1,Client_1,Meta Ads,2024-01-16,1d_view,856.94,64950,228,5,13.19,0.35,2.19,3.76,171.39,391.25,0.46
71,1,Client_1,Meta Ads,2024-01-16,28d_click,856.94,64950,761,30,13.19,1.17,3.94,1.13,28.56,5528.55,6.45
71,1,Client_1,Meta Ads,2024-01-16,7d_click,856.94,64950,761,22,13.19,1.17,2.89,1.13,38.95,3853.35,4.5
71,1,Client_1,Meta Ads,2024-01-16,7d_view,856.94,64950,228,13,13.19,0.35,5.7,3.76,65.92,651.16,0.76
72,1,Client_1,Meta Ads,2024-01-16,1d_click,931.88,172585,2194,48,5.4,1.27,2.19,0.42,19.41,6758.13,7.25
72,1,Client_1,Meta Ads,2024-01-16,1d_view,931.88,172585,658,19,5.4,0.38,2.89,1.42,49.05,2289.25,2.46
72,1,Client_1,Meta Ads,2024-01-16,28d_click,931.88,172585,2194,86,5.4,1.27,3.92,0.42,10.84,15334.39,16.46
72,1,Client_1,Meta Ads,2024-01-16,7d_click,931.88,172585,2194,62,5.4,1.27,2.83,0.42,15.03,11649.74,12.5
72,1,Client_1,Meta Ads,2024-01-16,7d_view,931.88,172585,658,40,5.4,0.38,6.08,1.42,23.3,308893.89,331.47
30,1,Client_1,Meta Ads,2024-01-17,1d_click,881.43,68424,1369,35,12.88,2.0,2.56,0.64,25.18,6617.3,7.51
30,1,Client_1,Meta Ads,2024-01-17,1d_view,881.43,68424,410,16,12.88,0.6,3.9,2.15,55.09,2550.04,2.89
30,1,Client_1,Meta Ads,2024-01-17,28d_click,881.43,68424,1369,50,12.88,2.0,3.65,0.64,17.63,6222.98,7.06
30,1,Client_1,Meta Ads,2024-01-17,7d_click,881.43,68424,1369,47,12.88,2.0,3.43,0.64,18.75,6680.74,7.58
30,1,Client_1,Meta Ads,2024-01-17,7d_view,881.43,68424,410,26,12.88,0.6,6.34,2.15,33.9,3241.19,3.68
43,1,Client_1,Meta Ads,2024-01-17,1d_click,708.05,101295,2379,58,6.99,2.35,2.44,0.3,12.21,6107.27,8.63
43,1,Client_1,Meta Ads,2024-01-17,1d_view,708.05,101295,713,26,6.99,0.7,3.65,0.99,27.23,4848.27,6.85
43,1,Client_1,Meta Ads,2024-01-17,28d_click,708.05,101295,2379,83,6.99,2.35,3.49,0.3,8.53,8218.31,11.61
43,1,Client_1,Meta Ads,2024-01-17,7d_click,708.05,101295,2379,67,6.99,2.35,2.82,0.3,10.57,3461.02,4.89
43,1,Client_1,Meta Ads,2024-01-17,7d_view,708.05,101295,713,39,6.99,0.7,5.47,0.99,18.16,4237.97,5.99
71,1,Client_1,Meta Ads,2024-01-17,1d_click,938.08,93386,918,17,10.05,0.98,1.85,1.02,55.18,2954.34,3.15
71,1,Client_1,Meta Ads,2024-01-17,1d_view,938.08,93386,275,6,10.05,0.29,2.18,3.41,156.35,450730.22,480.48
71,1,Client_1,Meta Ads,2024-01-17,28d_click,938.08,93386,918,30,10.05,0.98,3.27,1.02,31.27,1934.64,2.06
71,1,Client_1,Meta Ads,2024-01-17,7d_click,938.08,93386,918,19,10.05,0.98,2.07,1.02,49.37,2494.61,2.66
71,1,Client_1,Meta Ads,2024-01-17,7d_view,938.08,93386,275,11,10.05,0.29,4.0,3.41,85.28,302358.58,322.32
72,1,Client_1,Meta Ads,2024-01-17,1d_click,927.23,69221,1247,36,13.4,1.8,2.89,0.74,25.76,3620.21,3.9
72,1,Client_1,Meta Ads,2024-01-17,1d_view,927.23,69221,374,19,13.4,0.54,5.08,2.48,48.8,2468.31,2.66
72,1,Client_1,Meta Ads,2024-01-17,28d_click,927.23,69221,1247,57,13.4,1.8,4.57,0.74,16.27,11188.19,12.07
72,1,Client_1,Meta Ads,2024-01-17,7d_click,927.23,69221,1247,46,13.4,1.8,3.69,0.74,20.16,7070.83,7.63
72,1,Client_1,Meta Ads,2024-01-17,7d_view,927.23,69221,374,19,13.4,0.54,5.08,2.48,48.8,2706.64,2.92
30,1,Client_1,Meta Ads,2024-01-18,1d_click,942.39,68108,814,18,13.84,1.2,2.21,1.16,52.36,2891.16,3.07
30,1,Client_1,Meta Ads,2024-01-18,1d_view,942.39,68108,244,7,13.84,0.36,2.87,3.86,134.63,785.36,0.83
30,1,Client_1,Meta Ads,2024-01-18,28d_click,942.39,68108,814,24,13.84,1.2,2.95,1.16,39.27,3415.11,3.62
30,1,Client_1,Meta Ads,2024-01-18,7d_click,942.39,68108,814,20,13.84,1.2,2.46,1.16,47.12,1621.99,1.72
30,1,Client_1,Meta Ads,2024-01-18,7d_view,942.39,68108,244,14,13.84,0.36,5.74,3.86,67.31,795.53,0.84
43,1,Client_1,Meta Ads,2024-01-18,1d_click,996.88,158451,2394,80,6.29,1.51,3.34,0.42,12.46,7717.09,7.74
43,1,Client_1,Meta Ads,2024-01-18,1d_view,996.88,158451,718,28,6.29,0.45,3.9,1.39,35.6,2066.88,2.07
43,1,Client_1,Meta Ads,2024-01-18,28d_click,996.88,158451,2394,140,6.29,1.51,5.85,0.42,7.12,20960.65,21.03
43,1,Client_1,Meta Ads,2024-01-18,7d_click,996.88,158451,2394,97,6.29,1.51,4.05,0.42,10.28,16750.39,16.8
43,1,Client_1,Meta Ads,2024-01-18,7d_view,996.88,158451,718,67,6.29,0.45,9.33,1.39,14.88,9129.67,9.16
71,1,Client_1,Meta Ads,2024-01-18,1d_click,709.33,114209,1274,43,6.21,1.12,3.38,0.56,16.5,4455.97,6.28
71,1,Client_1,Meta Ads,2024-01-18,1d_view,709.33,114209,382,25,6.21,0.33,6.54,1.86,28.37,2375.81,3.35
71,1,Client_1,Meta Ads,2024-01-18,28d_click,709.33,114209,1274,61,6.21,1.12,4.79,0.56,11.63,9435.04,13.3
71,1,Client_1,Meta Ads,2024-01-18,7d_click,709.33,114209,1274,48,6.21,1.12,3.77,0.56,14.78,5301.61,7.47
71,1,Client_1,Meta Ads,2024-01-18,7d_view,709.33,114209,382,28,6.21,0.33,7.33,1.86,25.33,3028.54,4.27
72,1,Client_1,Meta Ads,2024-01-18,1d_click,718.88,63667,1520,56,11.29,2.39,3.68,0.47,12.84,4811.08,6.69
72,1,Client_1,Meta Ads,2024-01-18,1d_view,718.88,63667,456,32,11.29,0.72,7.02,1.58,22.47,2520.86,3.51
72,1,Client_1,Meta Ads,2024-01-18,28d_click,718.88,63667,1520,79,11.29,2.39,5.2,0.47,9.1,15472.24,21.52
72,1,Client_1,Meta Ads,2024-01-18,7d_click,718.88,63667,1520,71,11.29,2.39,4.67,0.47,10.13,5586.99,7.77
72,1,Client_1,Meta Ads,2024-01-18,7d_view,718.88,63667,456,35,11.29,0.72,7.68,1.58,20.54,3508.74,4.88
106,12,Client_12,Meta Ads,2024-01-18,1d_click,815.0,123111,1346,28,6.62,1.09,2.08,0.61,29.11,3293.65,4.04
106,12,Client_12,Meta Ads,2024-01-18,1d_view,815.0,123111,403,11,6.62,0.33,2.73,2.02,74.09,2195.1,2.69
106,12,Client_12,Meta Ads,2024-01-18,28d_click,815.0,123111,1346,45,6.62,1.09,3.34,0.61,18.11,7878.86,9.67
106,12,Client_12,Meta Ads,2024-01-18,7d_click,815.0,123111,1346,37,6.62,1.09,2.75,0.61,22.03,4930.25,6.05
106,12,Client_12,Meta Ads,2024-01-18,7d_view,815.0,123111,403,15,6.62,0.33,3.72,2.02,54.33,1759.56,2.16
30,1,Client_1,Meta Ads,2024-01-19,1d_click,804.9,61628,715,22,13.06,1.16,3.08,1.13,36.59,2914.98,3.62
30,1,Client_1,Meta Ads,2024-01-19,1d_view,804.9,61628,214,7,13.06,0.35,3.27,3.76,114.99,699.95,0.87
30,1,Client_1,Meta Ads,2024-01-19,28d_click,804.9,61628,715,31,13.06,1.16,4.34,1.13,25.96,2079.34,2.58
30,1,Client_1,Meta Ads,2024-01-19,7d_click,804.9,61628,715,28,13.06,1.16,3.92,1.13,28.75,4621.54,5.74
30,1,Client_1,Meta Ads,2024-01-19,7d_view,804.9,61628,214,13,13.06,0.35,6.07,3.76,61.92,1422.3,1.77
43,1,Client_1,Meta Ads,2024-01-19,1d_click,793.09,112820,2277,60,7.03,2.02,2.64,0.35,13.22,8443.64,10.65
43,1,Client_1,Meta Ads,2024-01-19,1d_view,793.09,112820,683,26,7.03,0.61,3.81,1.16,30.5,3519.99,4.44
43,1,Client_1,Meta Ads,2024-01-19,28d_click,793.09,112820,2277,107,7.03,2.02,4.7,0.35,7.41,10628.71,13.4
43,1,Client_1,Meta Ads,2024-01-19,7d_click,793.09,112820,2277,69,7.03,2.02,3.03,0.35,11.49,6004.8,7.57
43,1,Client_1,Meta Ads,2024-01-19,7d_view,793.09,112820,683,49,7.03,0.61,7.17,1.16,16.19,6058.55,7.64
71,1,Client_1,Meta Ads,2024-01-19,1d_click,762.53,82123,1480,39,9.29,1.8,2.64,0.52,19.55,90348.74,118.49
71,1,Client_1,Meta Ads,2024-01-19,1d_view,762.53,82123,444,17,9.29,0.54,3.83,1.72,44.85,3046.0,3.99
71,1,Client_1,Meta Ads,2024-01-19,28d_click,762.53,82123,1480,51,9.29,1.8,3.45,0.52,14.95,7909.83,10.37
71,1,Client_1,Meta Ads,2024-01-19,7d_click,762.53,82123,1480,50,9.29,1.8,3.38,0.52,15.25,2732.8,3.58
71,1,Client_1,Meta Ads,2024-01-19,7d_view,762.53,82123,444,19,9.29,0.54,4.28,1.72,40.13,2043.7,2.68
72,1,Client_1,Meta Ads,2024-01-19,1d_click,902.83,115967,2106,66,7.79,1.82,3.13,0.43,13.68,10114.49,11.2
72,1,Client_1,Meta Ads,2024-01-19,1d_view,902.83,115967,631,35,7.79,0.54,5.55,1.43,25.8,5491.26,6.08
72,1,Client_1,Meta Ads,2024-01-19,28d_click,902.83,115967,2106,106,7.79,1.82,5.03,0.43,8.52,16207.08,17.95
72,1,Client_1,Meta Ads,2024-01-19,7d_click,902.83,115967,2106,76,7.79,1.82,3.61,0.43,11.88,5965.61,6.61
72,1,Client_1,Meta Ads,2024-01-19,7d_view,902.83,115967,631,54,7.79,0.54,8.56,1.43,16.72,7178.52,7.95
106,12,Client_12,Meta Ads,2024-01-19,1d_click,828.58,130258,2028,75,6.36,1.56,3.7,0.41,11.05,11697.08,14.12
106,12,Client_12,Meta Ads,2024-01-19,1d_view,828.58,130258,608,43,6.36,0.47,7.07,1.36,19.27,5687.76,6.86
106,12,Client_12,Meta Ads,2024-01-19,28d_click,828.58,130258,2028,102,6.36,1.56,5.03,0.41,8.12,8286.16,10.0
106,12,Client_12,Meta Ads,2024-01-19,7d_click,828.58,130258,2028,97,6.36,1.56,4.78,0.41,8.54,18571.8,22.41
106,12,Client_12,Meta Ads,2024-01-19,7d_view,828.58,130258,608,63,6.36,0.47,10.36,1.36,13.15,11852.0,14.3
30,1,Client_1,Meta Ads,2024-01-20,1d_click,870.68,59630,1320,26,14.6,2.21,1.97,0.66,33.49,1438.68,1.65
30,1,Client_1,Meta Ads,2024-01-20,1d_view,870.68,59630,396,11,14.6,0.66,2.78,2.2,79.15,1310.02,1.5
30,1,Client_1,Meta Ads,2024-01-20,28d_click,870.68,59630,1320,45,14.6,2.21,3.41,0.66,19.35,3298.86,3.79
30,1,Client_1,Meta Ads,2024-01-20,7d_click,870.68,59630,1320,35,14.6,2.21,2.65,0.66,24.88,2462.71,2.83
30,1,Client_1,Meta Ads,2024-01-20,7d_view,870.68,59630,396,17,14.6,0.66,4.29,2.2,51.22,3056.32,3.51
43,1,Client_1,Meta Ads,2024-01-20,1d_click,838.81,155598,1485,46,5.39,0.95,3.1,0.56,18.23,4998.52,5.96
43,1,Client_1,Meta Ads,2024-01-20,1d_view,838.81,155598,445,25,5.39,0.29,5.62,1.88,33.55,2806.45,3.35
43,1,Client_1,Meta Ads,2024-01-20,28d_click,838.81,155598,1485,67,5.39,0.95,4.51,0.56,12.52,11890.93,14.18
43,1,Client_1,Meta Ads,2024-01-20,7d_click,838.81,155598,1485,63,5.39,0.95,4.24,0.56,13.31,10931.41,13.03
43,1,Client_1,Meta Ads,2024-01-20,7d_view,838.81,155598,445,37,5.39,0.29,8.31,1.88,22.67,2846.66,3.39
71,1,Client_1,Meta Ads,2024-01-20,1d_click,861.71,144096,2839,86,5.98,1.97,3.03,0.3,10.02,4798.86,5.57
71,1,Client_1,Meta Ads,2024-01-20,1d_view,861.71,144096,851,38,5.98,0.59,4.47,1.01,22.68,4606.77,5.35
71,1,Client_1,Meta Ads,2024-01-20,28d_click,861.71,144096,2839,153,5.98,1.97,5.39,0.3,5.63,28439.84,33.0
71,1,Client_1,Meta Ads,2024-01-20,7d_click,861.71,144096,2839,103,5.98,1.97,3.63,0.3,8.37,12681.08,14.72
71,1,Client_1,Meta Ads,2024-01-20,7d_view,861.71,144096,851,43,5.98,0.59,5.05,1.01,20.04,5657.09,6.56
72,1,Client_1,Meta Ads,2024-01-20,1d_click,761.34,79084,1331,23,9.63,1.68,1.73,0.57,33.1,3335.38,4.38
72,1,Client_1,Meta Ads,2024-01-20,1d_view,761.34,79084,399,8,9.63,0.5,2.01,1.91,95.17,1371.49,1.8
72,1,Client_1,Meta Ads,2024-01-20,28d_click,761.34,79084,1331,33,9.63,1.68,2.48,0.57,23.07,6042.0,7.94
72,1,Client_1,Meta Ads,2024-01-20,7d_click,761.34,79084,1331,30,9.63,1.68,2.25,0.57,25.38,3018.17,3.96
72,1,Client_1,Meta Ads,2024-01-20,7d_view,761.34,79084,399,17,9.63,0.5,4.26,1.91,44.78,1806.25,2.37
106,12,Client_12,Meta Ads,2024-01-20,1d_click,842.77,70723,996,18,11.92,1.41,1.81,0.85,46.82,1040.72,1.23
106,12,Client_12,Meta Ads,2024-01-20,1d_view,842.77,70723,298,8,11.92,0.42,2.68,2.83,105.35,1356.8,1.61
106,12,Client_12,Meta Ads,2024-01-20,28d_click,842.77,70723,996,27,11.92,1.41,2.71,0.85,31.21,4161.03,4.94
106,12,Client_12,Meta Ads,2024-01-20,7d_click,842.77,70723,996,24,11.92,1.41,2.41,0.85,35.12,4425.32,5.25
106,12,Client_12,Meta Ads,2024-01-20,7d_view,842.77,70723,298,12,11.92,0.42,4.03,2.83,70.23,1530.62,1.82
30,1,Client_1,Meta Ads,2024-01-21,1d_click,968.78,100655,2198,83,9.62,2.18,3.78,0.44,11.67,11061.96,11.42
30,1,Client_1,Meta Ads,2024-01-21,1d_view,968.78,100655,659,38,9.62,0.65,5.77,1.47,25.49,3790.8,3.91
30,1,Client_1,Meta Ads,2024-01-21,28d_click,968.78,100655,2198,129,9.62,2.18,5.87,0.44,7.51,17622.64,18.19
30,1,Client_1,Meta Ads,2024-01-21,7d_click,968.78,100655,2198,92,9.62,2.18,4.19,0.44,10.53,4858.31,5.01
30,1,Client_1,Meta Ads,2024-01-21,7d_view,968.78,100655,659,64,9.62,0.65,9.71,1.47,15.14,11995.39,12.38
43,1,Client_1,Meta Ads,2024-01-21,1d_click,885.32,94983,1380,43,9.32,1.45,3.12,0.64,20.59,7861.74,8.88
43,1,Client_1,Meta Ads,2024-01-21,1d_view,885.32,94983,414,21,9.32,0.44,5.07,2.14,42.16,2743.87,3.1
43,1,Client_1,Meta Ads,2024-01-21,28d_click,885.32,94983,1380,57,9.32,1.45,4.13,0.64,15.53,10395.85,11.74
43,1,Client_1,Meta Ads,2024-01-21,7d_click,885.32,94983,1380,56,9.32,1.45,4.06,0.64,15.81,4126.63,4.66
43,1,Client_1,Meta Ads,2024-01-21,7d_view,885.32,94983,414,22,9.32,0.44,5.31,2.14,40.24,3299.97,3.73
71,1,Client_1,Meta Ads,2024-01-21,1d_click,724.89,59209,1193,45,12.24,2.01,3.77,0.61,16.11,2481.81,3.42
71,1,Client_1,Meta Ads,2024-01-21,1d_view,724.89,59209,357,16,12.24,0.6,4.48,2.03,45.31,2851.14,3.93
71,1,Client_1,Meta Ads,2024-01-21,28d_click,724.89,59209,1193,75,12.24,2.01,6.29,0.61,9.67,12493.09,17.23
71,1,Client_1,Meta Ads,2024-01-21,7d_click,724.89,59209,1193,55,12.24,2.01,4.61,0.61,13.18,5305.96,7.32
71,1,Client_1,Meta Ads,2024-01-21,7d_view,724.89,59209,357,40,12.24,0.6,11.2,2.03,18.12,3299.33,4.55
72,1,Client_1,Meta Ads,2024-01-21,1d_click,817.49,67170,1602,42,12.17,2.38,2.62,0.51,19.46,4472.34,5.47
72,1,Client_1,Meta Ads,2024-01-21,1d_view,817.49,67170,480,13,12.17,0.71,2.71,1.7,62.88,779.77,0.95
72,1,Client_1,Meta Ads,2024-01-21,28d_click,817.49,67170,1602,59,12.17,2.38,3.68,0.51,13.86,6428.77,7.86
72,1,Client_1,Meta Ads,2024-01-21,7d_click,817.49,67170,1602,50,12.17,2.38,3.12,0.51,16.35,6630.13,8.11
72,1,Client_1,Meta Ads,2024-01-21,7d_view,817.49,67170,480,23,12.17,0.71,4.79,1.7,35.54,3951.37,4.83
106,12,Client_12,Meta Ads,2024-01-21,1d_click,980.84,65667,1185,24,14.94,1.8,2.03,0.83,40.87,1221.7,1.25
106,12,Client_12,Meta Ads,2024-01-21,1d_view,980.84,65667,355,9,14.94,0.54,2.54,2.76,108.98,1723.85,1.76
106,12,Client_12,Meta Ads,2024-01-21,28d_click,980.84,65667,1185,35,14.94,1.8,2.95,0.83,28.02,5358.35,5.46
106,12,Client_12,Meta Ads,2024-01-21,7d_click,980.84,65667,1185,26,14.94,1.8,2.19,0.83,37.72,4374.01,4.46
106,12,Client_12,Meta Ads,2024-01-21,7d_view,980.84,65667,355,14,14.94,0.54,3.94,2.76,70.06,1968.37,2.01
30,1,Client_1,Meta Ads,2024-01-22,1d_click,938.73,165791,1747,62,5.66,1.05,3.55,0.54,15.14,8732.91,9.3
30,1,Client_1,Meta Ads,2024-01-22,1d_view,938.73,165791,524,28,5.66,0.32,5.34,1.79,33.53,4685.84,4.99
30,1,Client_1,Meta Ads,2024-01-22,28d_click,938.73,165791,1747,92,5.66,1.05,5.27,0.54,10.2,6212.46,6.62
30,1,Client_1,Meta Ads,2024-01-22,7d_click,938.73,165791,1747,74,5.66,1.05,4.24,0.54,12.69,5779.91,6.16
30,1,Client_1,Meta Ads,2024-01-22,7d_view,938.73,165791,524,35,5.66,0.32,6.68,1.79,26.82,3368.48,3.59
43,1,Client_1,Meta Ads,2024-01-22,1d_click,720.02,58703,1370,51,12.27,2.33,3.72,0.53,14.12,8328.79,11.57
43,1,Client_1,Meta Ads,2024-01-22,1d_view,720.02,58703,411,17,12.27,0.7,4.14,1.75,42.35,1895.74,2.63
43,1,Client_1,Meta Ads,2024-01-22,28d_click,720.02,58703,1370,85,12.27,2.33,6.2,0.53,8.47,14188.76,19.71
43,1,Client_1,Meta Ads,2024-01-22,7d_click,720.02,58703,1370,62,12.27,2.33,4.53,0.53,11.61,141085.09,195.95
43,1,Client_1,Meta Ads,2024-01-22,7d_view,720.02,58703,411,33,12.27,0.7,8.03,1.75,21.82,2465.95,3.42
71,1,Client_1,Meta Ads,2024-01-22,1d_click,823.18,161315,1642,60,5.1,1.02,3.65,0.5,13.72,7168.62,8.71
71,1,Client_1,Meta Ads,2024-01-22,1d_view,823.18,161315,492,25,5.1,0.3,5.08,1.67,32.93,4718.68,5.73
71,1,Client_1,Meta Ads,2024-01-22,28d_click,823.18,161315,1642,106,5.1,1.02,6.46,0.5,7.77,11472.03,13.94
71,1,Client_1,Meta Ads,2024-01-22,7d_click,823.18,161315,1642,80,5.1,1.02,4.87,0.5,10.29,12365.57,15.02
71,1,Client_1,Meta Ads,2024-01-22,7d_view,823.18,161315,492,42,5.1,0.3,8.54,1.67,19.6,6218.32,7.55
72,1,Client_1,Meta Ads,2024-01-22,1d_click,776.44,78030,1864,53,9.95,2.39,2.84,0.42,14.65,10453.54,13.46
72,1,Client_1,Meta Ads,2024-01-22,1d_view,776.44,78030,559,22,9.95,0.72,3.94,1.39,35.29,1456.66,1.88
